country_1,country_2,city_region,name,system,operator,launched,discontinued,_mw_parser_output_navbar_display_inline_font_size_88_font_weight_normal_mw_parser_output_navbar_collapse_float_left_text_align_left_mw_parser_output_navbar_boxtext_word_spacing_0_mw_parser_output_navbar_ul_display_inline_block_white_space_nowrap_line_height_inherit_mw_parser_output_navbar_brackets_before_margin_right_0_125em_content_mw_parser_output_navbar_brackets_after_margin_left_0_125em_content_mw_parser_output_navbar_li_word_spacing_0_125em_mw_parser_output_navbar_a_span_mw_parser_output_navbar_a_abbr_text_decoration_inherit_mw_parser_output_navbar_mini_abbr_font_variant_small_caps_border_bottom_none_text_decoration_none_cursor_inherit_mw_parser_output_navbar_ct_full_font_size_114_margin_0_7em_mw_parser_output_navbar_ct_mini_font_size_114_margin_0_4em_html_skin_theme_clientpref_night_mw_parser_output_navbar_li_a_abbr_color_var_color_base_important_media_prefers_color_scheme_dark_html_skin_theme_clientpref_os_mw_parser_output_navbar_li_a_abbr_color_var_color_base_important_media_print_mw_parser_output_navbar_display_none_important_vtebicycle_sharing_systems_1,_mw_parser_output_navbar_display_inline_font_size_88_font_weight_normal_mw_parser_output_navbar_collapse_float_left_text_align_left_mw_parser_output_navbar_boxtext_word_spacing_0_mw_parser_output_navbar_ul_display_inline_block_white_space_nowrap_line_height_inherit_mw_parser_output_navbar_brackets_before_margin_right_0_125em_content_mw_parser_output_navbar_brackets_after_margin_left_0_125em_content_mw_parser_output_navbar_li_word_spacing_0_125em_mw_parser_output_navbar_a_span_mw_parser_output_navbar_a_abbr_text_decoration_inherit_mw_parser_output_navbar_mini_abbr_font_variant_small_caps_border_bottom_none_text_decoration_none_cursor_inherit_mw_parser_output_navbar_ct_full_font_size_114_margin_0_7em_mw_parser_output_navbar_ct_mini_font_size_114_margin_0_4em_html_skin_theme_clientpref_night_mw_parser_output_navbar_li_a_abbr_color_var_color_base_important_media_prefers_color_scheme_dark_html_skin_theme_clientpref_os_mw_parser_output_navbar_li_a_abbr_color_var_color_base_important_media_print_mw_parser_output_navbar_display_none_important_vtebicycle_sharing_systems_2,_3,_4,_5,_6,_7,_8,_9,_10,x1,x2,source_url,scrape_time
Taiwan,Taiwan,Changhua,YouBike,1.0,,22 May 2014,30 June 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Changhua,MOOVO,,,30 June 2021,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Kaohsiung,City Bike,,,1 March 2009,25 June 2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Kaohsiung,YouBike,2.0,,1 July 2020,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Kaohsiung,YouBike,2.0E,,16 November 2022,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Taipei[323][324],YouBike,1.0,,11 March 2009,3 November 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Taipei[323][324],YouBike,2.0,,15 January 2020,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Taipei[323][324],YouBike,2.0E,,30 August 2024,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,New Taipei City,NewBike,,,31 October 2008,April 2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,New Taipei City,YouBike,1.0,,1 January 2014,6 August 2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,New Taipei City,YouBike,2.0,,20 October 2021,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,New Taipei City,YouBike,2.0E,,30 August 2024,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Taoyuan,YouBike,1.0,,4 February 2016,31 August 2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Taoyuan,YouBike,2.0,,22 December 2023,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Taoyuan,YouBike,2.0E,,1 February 2024,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Hsinchu County,YouBike,2.0,,27 June 2022,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Hsinchu County,YouBike,2.0E,,7 February 2024,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Hsinchu,YouBike,1.0,,26 May 2016,1 June 2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Hsinchu,YouBike,2.0,,12 July 2022,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Hsinchu Science Park,YouBike,1.0,,30 August 2017,1 June 2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Hsinchu Science Park,YouBike,2.0,,12 July 2022,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Hsinchu Science Park,YouBike,2.0E,,8 January 2023,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Miaoli,YouBike,1.0,,26 June 2018,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Miaoli,YouBike,2.0,,13 March 2024,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Miaoli,YouBike,2.0E,,13 March 2024,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Taichung,YouBike,1.0 (iBike),,18 July 2014,28 June 2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Taichung,YouBike,2.0,,18 December 2020,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Taichung,YouBike,2.0E,,21 June 2022,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Chiayi,Chia e-bike,,,3 February 2016,8 April 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Chiayi,YouBike,2.0,,15 December 2020,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Chiayi,YouBike,2.0E,,1 December 2021,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Chiayi County,Youbike,2.0,,3 July 2024,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Chiayi County,Youbike,2.0E,,3 July 2024,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Tainan,T-Bike,,,8 August 2016,28 February 2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Tainan,YouBike,2.0,,23 February 2023,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Tainan,YouBike,2.0E,,21 April 2023,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Pingtung City,Pbike,,,4 December 2014,28 February 2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Pingtung City,YouBike,2.0,,1 February 2023,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Pingtung City,YouBike,2.0E,,24 April 2023,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Yunlin County,MOOVO,,,3 August 2023,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Kinmen,K Bike,,,16 April 2017,31 December 2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Taitung City,YouBike,2.0,,End of 2024,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Taiwan,Taiwan,Taitung City,YouBike,2.0E,,End of 2024,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Thailand,Thailand,Bangkok,KU Mobike,Mobike,,2017,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Thailand,Thailand,Bangkok,CU Bike,Smoove,,2012[325],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Thailand,Thailand,Bangkok,Pun Pun Bike Share,,,2012[326][327],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Thailand,Thailand,Bangkok,oBike,4 Gen. oBike,,July 2017,Discontinued,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Thailand,Thailand,Chiang Mai,Mobike,Mobike,,2018,Discontinued,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Turkey,Turkey,Istanbul,İsbike,,,2012,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Turkey,Turkey,İzmir,Bisim,,,January 2014,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Turkey,Turkey,Karşıyaka,Karbis,3 Gen. nextbike,,January 2014,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Turkey,Turkey,Konya,nextbike,3 Gen. nextbike,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Ukraine,Ukraine,Kyiv,nextbike,3 Gen. nextbike,nextbike Kyiv LLC,15 August 2018[328],Discontinued,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
Ukraine,Ukraine,Lviv,nextbike,3 Gen. nextbike,nextbike Ukraine LLC,31 March 2016[329],Discontinued,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Arab Emirates,United Arab Emirates,Abu Dhabi[330],ADCB Bikeshare,8D,Cyacle,December 2014,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Arab Emirates,United Arab Emirates,"Dubai, Dubai Hills Mall",TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Arab Emirates,United Arab Emirates,"Dubai, Expo 2020 District",TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Arab Emirates,United Arab Emirates,Ras Al-Khaimah,TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Arab Emirates,United Arab Emirates,"Sharjah, American University of Sharjah",TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Basildon,Dott[20],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Bath,Dott[20],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Bath,TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Barton-upon-Humber,Factory Bikes,WhiteBikes,Elswick Hopper,19??,19??,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Blackpool[331],Hire-a-Bike,Hourbike,,2009,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Braintree,Dott[20],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Bristol,Dott[20],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Bristol,TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Bristol,YoBike,YoBike,,May 2017,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Cambridge,GreenBike,WhiteBikes,,1993,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Chelmsford,Dott[20],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Colchester,Dott[20],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Colchester,TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Derby,Lime,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Greater Manchester,GM Cycle Hire,,Beryl,November 2021[332],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Liverpool,City Bike,,,May 2014,July 2022[333],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,London[334][335],Santander Cycles (formerly Barclays Cycle Hire),PBSC & 8D,Serco,30 July 2010,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,London[334][335],TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Leicester,Santander Cycles Leicester,,RideOn,14 April 2021[336],2023[337],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Milton Keynes,Santander Cycles MK,3 Gen. nextbike,CycleSaviours,17 June 2016,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Milton Keynes,TIER[25],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Milton Keynes,Dott[20],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Newcastle,ScratchBikes(known as WhipBikes until 2011),ScratchBikes,,2010,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Nottingham,Ucycle,Sustrans & Evans Cycles,,2010,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Portsmouth,Bikeabout,Public Velo,University of Portsmouth,1996,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Slough,Smoove,3 Gen. Smoove,,November 2013,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,England,Southampton,YoBike,YoBike,,September 2017,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,Northern Ireland,Belfast,Belfast Bikes,3 Gen. nextbike,NSL,27 April 2015,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,Scotland,Dundee,Embark Dundee,,RideOn,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,Scotland,Edinburgh,Just Eat Cycles,Urban Sharing,Serco,24 June 2018,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,Scotland,Glasgow,Mass Automated Cycle Hire (MACH),3 Gen. nextbike,,24 June 2014,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United Kingdom,Wales,Cardiff,Nextbike,3 Gen. nextbike,,March 2018,December 2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United States,Alaska,Fairbanks,Fairbikes,A2B Bikeshare,,24 September 2015,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United States,Arizona,Phoenix,Grid Bike Share,3 Gen. CycleHop and Social Bicycles,,25 November 2014,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United States,Arkansas,Bentonville,Bentonville BCycle[338],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United States,California,Encinitas,Encinitas BCycle[338],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United States,California,Fullerton,OCTA BikeShare,Bike Nation,,6 January 2014,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United States,California,Los Angeles,Metro Bike Share[339],3 Gen. B-Cycle,,7 July 2016,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United States,California,Redding,Redding Bikeshare[340],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United States,California,San Diego,DecoBike[341],DecoBike,JCDecaux,February 2015,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United States,California,San Francisco Bay Area,Bay Wheels,8D,Motivate,June 2017,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United States,California,Santa Barbara,Santa Barbara BCycle[342],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United States,California,Santa Cruz,Santa Cruz BCycle[343],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United States,California,Santa Monica,Breeze Bike Share[344],3 Gen. CycleHop and Social Bicycles,,13 August 2015,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United States,California,Truckee,Truckee BCycle[345],,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
United States,Colorado,Aspen,WE-cycle,PBSC,,June 2013,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/List_of_bicycle-sharing_systems,2025-10-29 11:37:25.414315
